 66 45  0            21 42  0            66 47  0    21 51  0
 66 53  0            21 55  0            66 55  0    21 46  0
 66 40  0            21  6  0            66 43  0    21  0  0
 66 53  0            22  7  0            66 56  0    22 13  0
 66 59  0            22 15  0            66 59  0    22 26  0
 66 57  0            22 26  0            66 54  0    22 34  0
 66 57  0            22 49  0            66 54  0    22 58  0
 66 56  0            22 41  0            66 59  0    22 35  0
 66 52  0            22 25  0            66 51  0    22 15  0
 66 45  0            22 36  0            66 48  0    22 43  0
 66 50  0            22 42  0            66 53  0    22 35  0
 66 35  0            22 23  0            66 39  0    22 24  0
 66 44  0            22  8  0            66 40  0    22  6  0
 66 45  0            22 57  0            66 49  0    22 53  0
 67  6  4            16 54  1            67  6  5    16 43  2
 67  0  0            17 26  0            67  4  0    17 23  0
 66 59  0            18 30  0            67  4  0    18 30  0
 67  0  0            18 48  0            67  4  0    18 45  0
 67 11  0            18 29  0            67 14  0    18 22  0
 67  4  0            18 22  0            67  0  0    18 21  0
 67 19  0            19 44  0            67 16  0    19 49  0
 67  9  0            19 49  0            67  6  0    19 56  0
 67 10  0            19 24  0            67  7  0    19 32  0
 67 18  0            20 46  0            67 14  0    20 40  0
 67 10  0            20 46  0            67  7  0    20 54  0
 67  6  0            20 40  0            67  3  0    20 49  0
 67 20  0            20 33  0            67 18  0    20 43  0
 67  5  0            20  9  0            67  2  0    20 17  0
 67  9  0            20 28  0            67 10  0    20 18  0
 67  2  0            20 34  0            67  5  0    20 27  0
 67  5  0            21 27  0            67  2  0    21 36  0
 67  2  0            21 13  0            67  6  0    21 10  0
 67  6  0            21 43  0            67 10  0    21 39  0
